256  50693222000
256  48134134000
256  48278422000
256  48195622000
256  48310743000
256  48503918000
256  48650871000
256  48510882000
256  47876958000
256  48184469000
128  21131646000
128  19758687000
128  19619535000
128  19935349000
128  19705322000
128  20178398000
128  20296211000
128  20083521000
128  19967299000
128  19872819000
64   8916365000
64   8528391000
64   8455973000
64   8367256000
64   8379188000
64   8398524000
64   8436511000
64   8380604000
64   8407658000
64   8415698000
32   3131564000
32   2958141000
32   2962357000
32   2923321000
32   2915134000
32   2902785000
32   2856581000
32   2880625000
32   2866245000
32   2881754000
16   1139047000
16   1097003000
16   1087279000
16   1083067000
16   1083571000
16   1073317000
16   1084930000
16   1102666000
16   1090478000
16   1081918000
8    625877000
8    585858000
8    578489000
8    583695000
8    585256000
8    583038000
8    577770000
8    594658000
8    584874000
8    584353000
4    198694000
4    183242000
4    185003000
4    187841000
4    181795000
4    184290000
4    186939000
4    191914000
4    187703000
4    190613000
2    134993000
2    124338000
2    129925000
2    126523000
2    122942000
2    127589000
2    122687000
2    125905000
2    124972000
2    130231000
