2 3174601
2 2267775
2 2168320
2 2183993
2 2145503
2 2166024
2 2229727
2 2258428
2 2038732
2 2161176
4 2145666
4 2108183
4 2403259
4 2137431
4 2159242
4 2085576
4 2145073
4 2186258
4 2113668
4 2346042
8 2125440
8 2088590
8 2326034
8 2311376
8 2221405
8 2158637
8 2173402
8 2165794
8 2152967
8 2243859
16 2129985
16 2362463
16 2132000
16 2131035
16 2221174
16 2219513
16 2228202
16 2123890
16 2113894
16 2238912
32 2306473
32 2120810
32 2307575
32 2164145
32 2270110
32 2256299
32 2246792
32 2181382
32 2195496
32 2055405
64 2256715
64 2266197
64 2246525
64 2262444
64 2279064
64 2171023
64 2199407
64 2475495
64 2166828
64 2142217
128 2181409
128 2374244
128 2316822
128 2390203
128 2251750
128 2370842
128 2325121
128 2337163
128 2329964
128 2390671
256 2434248
256 2403979
256 2464233
256 2567822
256 2363350
256 2428139
256 2432435
256 2528128
256 2329191
256 2463954
512 2950172
512 2684700
512 2702604
512 2745883
512 2751286
512 2732614
512 2738053
512 2617141
512 2692882
512 2633890
1024 3366561
1024 3058474
1024 3149290
1024 3260890
1024 3586443
1024 3532196
1024 3499209
1024 3133382
1024 3437885
1024 3155886
2048 5551430
2048 4588527
2048 4697811
2048 4334095
2048 4091856
2048 4257748
2048 4360585
2048 4147303
2048 4844628
2048 3929952
4096 179692541
4096 6836727
4096 6467347
4096 6900325
4096 6182771
4096 7008078
4096 6041399
4096 6474900
4096 7239388
4096 248340519
8192 9700733
8192 12252788
8192 13216178
8192 10482267
8192 11305119
8192 12261416
8192 10504452
8192 13282928
8192 11326737
8192 11643004
16384 18009679
16384 20448141
16384 282483955
16384 18635849
16384 21913840
16384 20306314
16384 19878256
16384 20123065
16384 18866166
16384 275721278
32768 34966789
32768 39904021
32768 320802191
32768 318728396
32768 36932796
32768 37663412
32768 38619399
32768 39315333
32768 320151458
32768 318234318
65536 173083027
65536 76518549
65536 163855888
65536 322530660
65536 76769288
65536 163602566
65536 315419047
65536 76359131
65536 165056608
65536 309577368
131072 446860906
131072 215886319
131072 271881623
131072 268790298
131072 174204106
131072 269978077
131072 267893679
131072 218149084
131072 267619448
131072 266749011
