2 84309417
2 56046899
2 57008326
2 62129594
2 58667347
2 58588056
2 57993193
2 59653212
2 58248910
2 58946354
4 58665675
4 57998782
4 58010847
4 57519653
4 57296967
4 56579485
4 56845213
4 58098210
4 58767504
4 57780470
8 58828013
8 60807532
8 60169753
8 57547204
8 56849697
8 58109315
8 60450758
8 57451493
8 58731392
8 60685815
16 60263318
16 57651847
16 57893621
16 74408860
16 59371701
16 58423376
16 59908809
16 59553592
16 59014119
16 59609432
32 61574243
32 57209956
32 56730229
32 57136710
32 58408016
32 60268412
32 57549740
32 60454638
32 58485792
32 56548051
64 58957358
64 59154330
64 59115375
64 58978546
64 59732778
64 59649004
64 57683227
64 57691432
64 58059736
64 58552968
128 61442401
128 61063285
128 61914202
128 58606192
128 61518313
128 57777124
128 61560833
128 60971602
128 57042672
128 59668399
256 61891086
256 62800309
256 59615074
256 61886258
256 61810488
256 63039055
256 59844739
256 60895331
256 62483525
256 59565490
512 62824712
512 81290840
512 62175983
512 64481355
512 62048587
512 61046264
512 61272806
512 64633727
512 64375638
512 61661128
1024 66728086
1024 65294758
1024 67478565
1024 65738164
1024 66353469
1024 66627262
1024 67579478
1024 70345433
1024 67274580
1024 65621439
2048 81171912
2048 73828841
2048 76048396
2048 76050080
2048 76279460
2048 72903906
2048 75703636
2048 79746150
2048 75450095
2048 76132783
4096 91523962
4096 90828739
4096 94304260
4096 91155608
4096 93162876
4096 92530865
4096 91015404
4096 120973644
4096 88351262
4096 96086243
8192 118837041
8192 118521226
8192 114149501
8192 116192090
8192 371899870
8192 117367710
8192 116717629
8192 118413179
8192 119037200
8192 301044255
16384 178807612
16384 179701419
16384 178862277
16384 204791631
16384 438513466
16384 178570419
16384 434294600
16384 180892440
16384 180427717
16384 177111277
32768 614277343
32768 311452542
32768 330319424
32768 312269859
32768 586403260
32768 592489504
32768 591322596
32768 307865520
32768 310320520
32768 338158165
65536 850257091
65536 817478407
65536 676847437
65536 843184555
65536 820474408
65536 674234290
65536 836242459
65536 675713965
65536 675359490
65536 611626931
131072 1161262242
131072 1165693836
131072 1117058226
131072 1158917081
131072 1160927447
131072 1104566621
131072 1164005271
131072 1151765724
131072 1106487953
131072 1101598908
