2 66626109
2 67765973
2 67940204
2 67398165
2 67486408
2 67040122
2 66938333
2 67073013
2 66424639
2 67119754
4 66916360
4 67597555
4 67075592
4 67063880
4 67586264
4 66077331
4 66656672
4 67242742
4 67091844
4 67120772
8 67960967
8 67577628
8 66828056
8 66800797
8 66227713
8 67391429
8 67008537
8 67296779
8 66475706
8 66862517
16 72794507
16 68614140
16 67136835
16 68328437
16 74814308
16 72718905
16 70023908
16 69081107
16 66898310
16 67449248
32 67053672
32 75843184
32 68905704
32 66623746
32 67312609
32 66794775
32 67514179
32 67167276
32 70022069
32 67083261
64 67460687
64 66139851
64 67426659
64 67160614
64 66180114
64 66696138
64 66943351
64 66871738
64 67270149
64 66447579
128 66726133
128 67396045
128 70331593
128 68040653
128 67711377
128 66427829
128 67779012
128 70441997
128 66602327
128 67351669
256 67299840
256 67400627
256 66442150
256 66335862
256 67917344
256 67232496
256 66899910
256 67058456
256 67897372
256 67073253
512 67280633
512 67186951
512 74368998
512 67416925
512 68338162
512 66345141
512 67135674
512 66931508
512 67114665
512 66562524
1024 67365810
1024 67677420
1024 67343430
1024 67241831
1024 67629451
1024 67193973
1024 67118652
1024 67453512
1024 67070247
1024 67420577
2048 68431894
2048 67047448
2048 68581268
2048 67446242
2048 68849966
2048 67088211
2048 72002031
2048 67981391
2048 67543104
2048 69980570
4096 68463227
4096 68347088
4096 69321996
4096 69708135
4096 69596068
4096 68043767
4096 69325083
4096 68615445
4096 68921535
4096 69973999
8192 70532846
8192 70565155
8192 71097301
8192 71772653
8192 69949505
8192 69550857
8192 70259856
8192 71291813
8192 81294579
8192 68916110
16384 72937729
16384 74909636
16384 75435398
16384 73969191
16384 75418502
16384 73164197
16384 73279583
16384 74253306
16384 81596202
16384 73570215
32768 82688045
32768 85954133
32768 81513384
32768 81923873
32768 81959786
32768 80941823
32768 80816996
32768 82928944
32768 80967317
32768 82573850
65536 101824294
65536 108154140
65536 102903008
65536 101324875
65536 101587155
65536 100943430
65536 102030457
65536 101398804
65536 101780243
65536 101049514
131072 137224568
131072 137053666
131072 138170818
131072 136407881
131072 137946964
131072 140460833
131072 138406300
131072 137541519
131072 138762283
131072 137518493
