2 211942808
2 211489953
2 209946081
2 208462118
2 213216845
2 209191225
2 211141693
2 211214215
2 211899109
2 208179054
4 210532091
4 207875781
4 209967598
4 209796653
4 209566819
4 213568549
4 214546002
4 208012827
4 209991653
4 210222151
8 210666331
8 207277956
8 209993356
8 210162603
8 209907775
8 214509027
8 213525978
8 208522367
8 207807734
8 207197783
16 213372371
16 208851059
16 213364701
16 214203431
16 209261675
16 210366556
16 214089285
16 210835162
16 206613596
16 214407600
32 209652969
32 213784380
32 207669396
32 210029896
32 208221690
32 211949958
32 202842232
32 208395674
32 213784955
32 214234652
64 206209352
64 214598436
64 210990578
64 212469255
64 209128383
64 212952744
64 210537202
64 216379093
64 208537152
64 211302299
128 209744575
128 209747952
128 213099723
128 210548577
128 208103778
128 206374334
128 209407839
128 214114269
128 215095637
128 209852995
256 216171976
256 211203119
256 209240130
256 210445660
256 210123000
256 209863791
256 208629270
256 211658091
256 213137593
256 210737071
512 213337557
512 210189001
512 210383093
512 214979273
512 207004071
512 209014560
512 220685888
512 208120280
512 210382161
512 214101879
1024 214940252
1024 213068968
1024 210647780
1024 216544259
1024 209013996
1024 212885792
1024 212325452
1024 214183359
1024 211675355
1024 218646804
2048 212890296
2048 208214375
2048 212532805
2048 212757078
2048 216351579
2048 209309546
2048 211360361
2048 207841762
2048 211008273
2048 207261277
4096 218115043
4096 216240342
4096 217617147
4096 214498219
4096 211610112
4096 287491001
4096 216141516
4096 209433743
4096 213880082
4096 214815770
8192 215546399
8192 217564476
8192 218186032
8192 219702004
8192 211621723
8192 215615974
8192 213701375
8192 215608673
8192 214371919
8192 220081502
16384 220106930
16384 223562333
16384 220616391
16384 219566115
16384 216166761
16384 219954790
16384 222148067
16384 222155085
16384 216787357
16384 212485223
32768 230762484
32768 228994492
32768 225139630
32768 224192707
32768 231876669
32768 226263022
32768 228646430
32768 222443319
32768 226895992
32768 227096428
65536 242263607
65536 244308497
65536 244134580
65536 243881392
65536 248531220
65536 249891303
65536 244928858
65536 240746285
65536 245017909
65536 244791470
131072 280702724
131072 280337669
131072 269914772
131072 280869172
131072 277191452
131072 280858945
131072 279286248
131072 278846561
131072 279669563
131072 277716328
